Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,Protocol,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
21,4431798,69,483,351089.01,345862.96,1064.42,1166.93,404.16,3036.19,8,10,2,9,17,1260.47,36303,3671,476.49,24107.61,Web Attack
443,1404290,444,0,266999.74,149947.2,404.42,190.59,59516.55,348.8,2,21,2,7,17,316.67,50654,62503,940.33,14825.55,BENIGN
8080,4496154,473,142,334295.6,491924.18,73.99,275.8,63870.1,154.58,0,20,2,3,17,938.11,53727,15691,3727.31,13599.34,BENIGN
3389,4670553,238,411,409393.32,289782.11,21.22,1433.83,77848.9,4278.99,19,16,5,7,6,944.69,35012,9017,3062.05,7899.96,DoS
1433,860120,31,208,5011.38,479094.57,991.5,392.92,77179.13,4819.07,8,18,2,4,6,1413.46,42796,34240,1044.77,44531.24,PortScan
25,1140364,6,293,432019.39,145524.79,696.82,746.89,19781.12,222.28,0,26,1,3,17,799.38,1681,7042,2849.52,67401.2,BENIGN
123,1040553,344,131,391881.15,390403.31,1219.03,656.32,461.06,3529.5,14,12,1,0,6,1344.2,37881,56234,282.87,17318.64,DoS
1433,3365017,422,71,449574.59,446736.93,1452.47,348.28,15550.0,2660.06,6,4,4,2,17,1217.56,45124,12194,1858.03,55493.19,Bot
8080,4030426,412,369,461382.36,425407.65,372.47,977.01,12406.2,213.43,2,1,0,6,6,1010.73,32817,18074,2711.91,98792.82,BENIGN
25,1891357,489,433,244449.37,74614.94,549.7,1388.02,83483.48,279.55,3,23,2,9,6,1223.5,14010,58843,3261.76,32038.89,BENIGN
443,4793321,470,16,169564.82,230212.75,1255.49,1079.04,508.28,215.96,2,26,2,10,17,495.16,53192,4459,1024.88,23437.76,BENIGN
110,1275209,476,459,106888.02,348282.2,128.41,53.2,78486.31,3937.91,13,0,0,8,6,312.53,35561,61711,4012.25,47101.25,Brute Force
53,4154972,211,127,278407.66,497411.38,771.3,437.35,137.35,54.75,2,6,3,1,6,799.62,37296,7198,308.02,97633.97,BENIGN
21,846511,246,123,458033.99,467349.77,897.17,256.44,77458.32,3849.79,9,8,3,9,6,1311.1,57020,61506,2085.8,76600.55,Brute Force
135,109615,387,110,332904.28,287364.24,50.66,728.74,8143.97,266.81,0,23,3,2,17,679.71,64356,32219,4984.69,8645.02,BENIGN
53,27514,322,272,386377.32,167849.71,972.98,488.83,77112.82,70.88,1,27,4,9,17,175.88,40698,7669,2144.08,46479.22,BENIGN
80,667238,440,487,167608.39,112261.47,73.21,1219.2,89855.78,164.72,2,21,0,4,17,827.64,53619,21448,1079.69,63737.27,BENIGN
135,1822449,132,485,59341.31,448037.22,1466.3,559.22,32688.45,224.62,3,14,4,1,6,507.79,42309,7960,2688.54,5118.04,BENIGN
3389,24685,34,449,437910.69,30659.25,1014.42,131.17,82506.49,3534.35,7,19,4,4,6,1072.22,26627,49401,3847.16,22449.87,PortScan
443,2008833,404,194,281325.97,108905.39,1058.08,117.16,27830.48,108.39,3,18,2,3,6,408.16,33763,43419,2376.18,97522.42,BENIGN
3389,1276050,126,352,242313.87,125773.1,324.13,319.69,54858.7,2995.05,19,0,4,9,6,1422.91,26367,6477,4283.2,63720.94,Web Attack
80,2151387,364,478,88158.55,482792.89,974.07,83.44,41343.61,91.69,1,16,2,2,17,741.1,60717,21602,1378.27,84473.31,BENIGN
21,4265245,136,278,232718.75,399447.1,472.1,423.07,84408.85,338.03,1,22,4,0,6,854.24,25077,57680,1478.0,65057.07,BENIGN
445,4092005,310,408,241815.68,401105.6,900.11,375.56,12330.33,259.38,3,17,4,1,17,501.59,33658,55428,2773.42,16386.64,BENIGN
21,4663730,134,396,246847.56,83404.07,725.22,890.81,77678.36,458.07,2,23,4,8,6,62.61,33429,8108,734.19,81915.11,BENIGN
25,4278701,271,355,10905.09,79218.34,863.0,326.95,28881.01,162.1,0,12,3,0,6,904.48,53362,64717,1838.11,12965.37,BENIGN
135,4956470,260,274,421058.37,231999.96,931.0,204.83,61568.86,381.04,0,21,5,10,6,605.19,23058,17551,413.64,87136.38,BENIGN
80,4597367,339,186,291295.49,455287.08,1383.35,1111.14,48122.03,2140.63,7,24,0,9,17,216.91,23065,22354,3044.97,5267.79,Web Attack
80,2652057,236,476,412037.72,474884.65,1470.47,97.43,75824.44,851.77,8,15,5,8,6,262.16,59711,42352,573.58,18254.45,DoS
443,3475020,129,199,410532.62,366862.06,134.24,841.57,63643.12,194.84,2,27,3,6,17,688.04,7773,37801,2680.9,57018.26,BENIGN
443,1746467,121,372,454195.6,369887.66,271.03,599.12,16379.04,44.88,0,26,2,4,17,601.79,17226,54523,4618.4,83841.62,BENIGN
3389,4574670,176,52,108144.18,234552.96,518.98,998.52,26025.56,345.34,1,7,3,0,6,1357.35,5746,4063,2914.74,84439.52,BENIGN
53,631925,156,63,146313.7,53427.98,564.67,479.25,85136.18,4062.86,16,14,0,4,6,1112.99,10553,64569,1828.56,71203.58,PortScan
53,65710,246,422,469401.5,461417.23,180.43,741.46,10278.31,378.14,0,18,5,9,6,511.44,44152,55666,2335.6,69476.54,BENIGN
135,4086227,451,302,196548.14,221609.88,148.43,380.89,94748.49,12.67,1,14,2,3,6,1329.37,7831,12494,1374.66,91965.26,BENIGN
21,4169011,108,273,328727.72,42614.51,804.65,262.31,48583.66,28.34,0,29,4,7,17,53.08,4286,34719,2418.01,72733.91,BENIGN
445,1683471,191,347,155224.53,72708.89,544.56,729.68,34723.95,30.34,3,15,4,10,6,192.9,6976,53567,482.12,29543.47,BENIGN
110,4049176,53,49,196260.91,392234.67,198.36,1289.7,89901.45,38.78,2,27,5,1,17,291.44,4996,31577,4761.87,85501.13,BENIGN
53,328483,282,495,394673.42,140333.86,1050.56,471.58,71557.84,2515.43,14,10,0,0,6,926.66,28480,4000,2075.72,24261.09,Bot
135,143173,441,55,403590.53,258726.97,907.67,1000.87,51783.58,216.35,3,13,3,7,17,1396.54,49121,13062,628.47,11413.11,BENIGN
3306,1619058,55,267,204297.72,482397.55,636.38,868.95,25710.14,1561.26,14,12,5,3,17,250.14,54352,21202,371.94,56949.69,Bot
135,3681835,143,400,2861.91,475454.98,1257.68,1223.56,5585.25,356.3,2,6,5,0,6,881.47,51524,58889,4405.11,11324.52,BENIGN
1433,328512,79,310,174575.4,257833.79,1402.99,699.04,79652.87,1361.39,9,11,5,3,6,190.33,17122,5802,1554.36,27681.75,PortScan
22,2063851,77,70,472651.21,156539.75,750.49,222.16,41032.76,90.55,0,10,1,8,6,1248.42,32684,40685,1398.47,91068.49,BENIGN
139,3795034,348,66,281935.8,461940.45,828.04,924.84,17540.29,357.73,3,26,2,9,17,709.68,50838,14149,4791.77,40423.27,BENIGN
1433,4070575,122,243,288582.43,306162.13,1414.77,1415.74,82957.8,128.01,3,28,0,0,6,485.65,27394,15286,330.06,78998.96,BENIGN
8080,3538004,446,443,380968.16,330577.22,678.48,564.84,53938.81,40.8,1,12,2,1,17,307.49,51120,21235,4627.35,68043.4,BENIGN
135,2612282,390,469,477674.46,386381.36,1464.03,152.6,67654.87,224.73,3,14,3,9,6,1129.72,8812,18765,4193.31,37515.69,BENIGN
21,3518749,390,359,334604.54,275864.25,808.89,1146.39,4739.77,315.45,2,29,4,10,17,233.23,10026,3908,237.69,49498.66,BENIGN
1433,878460,150,288,202143.32,327275.75,1402.27,269.6,32689.34,96.52,3,7,1,3,17,533.76,52824,53354,2337.18,12451.54,BENIGN
8080,994015,469,88,475087.95,375740.14,1028.4,846.0,8587.08,436.84,3,0,4,5,17,488.49,51038,13296,2769.7,6951.59,BENIGN
3306,297955,312,196,301331.92,355280.8,203.41,588.62,91492.2,4165.17,11,14,0,2,17,1350.87,23765,8270,1151.7,45420.1,Web Attack
80,1197636,306,195,119712.32,109581.95,192.59,967.47,99501.47,2359.84,17,8,0,7,17,1087.33,45536,3797,4238.83,76057.87,DoS
3306,1651276,481,342,51183.21,468968.31,1365.44,599.11,51400.35,91.16,0,14,3,8,17,727.17,41047,28884,3498.84,2402.69,BENIGN
25,3096272,114,40,418560.85,100158.64,361.61,559.47,73154.61,496.26,3,14,2,2,6,556.54,17999,57961,2446.19,73678.64,BENIGN
135,3677132,336,68,163844.21,64828.39,667.79,1421.18,35074.57,445.76,3,26,2,1,17,1453.64,21596,44847,2488.2,72097.22,BENIGN
445,4251720,110,220,375818.24,206262.58,915.32,1102.1,31605.15,490.95,2,2,5,7,6,778.43,47202,46830,2539.8,53521.63,BENIGN
21,4891720,289,333,497540.52,233633.33,1324.47,317.85,49246.44,222.15,0,17,4,3,6,199.81,58350,47155,545.86,45533.69,BENIGN
135,2169789,469,151,91624.02,394150.0,1021.79,199.14,36810.55,90.54,2,15,3,3,17,87.12,42688,34886,4929.84,10332.88,BENIGN
3389,4666958,228,210,424917.26,54675.62,634.42,977.39,55850.45,294.97,0,0,4,3,6,668.9,51198,59796,1096.78,67240.48,BENIGN
3306,424231,157,47,427936.45,242357.29,493.45,963.23,49476.2,314.85,0,24,0,7,6,793.82,17766,36861,774.13,27816.54,BENIGN
135,3532546,400,207,148255.29,491828.87,1171.23,1490.01,21875.23,2528.89,11,22,0,10,17,67.47,20085,39973,2306.8,65694.03,Brute Force
110,1302382,72,68,89572.97,108670.99,196.74,630.19,28413.51,3437.18,18,5,0,1,17,132.02,19773,38737,2629.88,46743.65,PortScan
3306,3480080,358,89,256480.41,404265.48,1011.26,106.35,85892.15,279.92,2,18,2,10,6,473.75,35350,40863,4992.09,56035.22,BENIGN
22,3994090,337,320,225940.95,97212.25,545.64,1112.52,205.33,415.38,3,16,0,3,17,1177.21,4562,9313,3470.09,39599.05,BENIGN
21,1820115,376,459,414651.66,171675.35,1383.02,74.81,57522.91,129.62,2,19,1,0,6,1442.42,58968,58833,3561.44,8164.43,BENIGN
139,4237771,55,2,498828.07,165943.59,22.48,144.15,7166.57,272.91,0,19,2,4,6,721.24,33283,25307,4414.55,68469.41,BENIGN
22,3919202,479,377,117847.37,403492.64,1067.94,450.28,60527.26,492.68,3,2,2,6,17,1280.98,16285,36091,45.45,30653.54,BENIGN
123,49593,388,416,479678.78,276468.13,1145.36,164.87,47921.77,331.39,0,30,5,1,6,925.89,39786,13093,596.71,7873.4,BENIGN
135,674103,445,342,387288.77,306707.72,1447.58,1018.63,78290.27,42.32,3,23,1,8,6,1369.19,11807,50464,4427.72,60120.13,BENIGN
123,1616587,251,174,62751.35,374848.75,922.32,515.39,35778.9,318.45,0,24,1,9,17,214.07,23955,26917,3671.83,70200.43,BENIGN
3306,4991583,451,154,124650.48,120621.34,172.49,675.2,29308.51,198.16,0,16,4,1,17,272.63,5657,19916,1344.4,90013.72,BENIGN
8080,40179,198,235,80428.66,456467.23,685.04,669.9,53745.14,3.13,2,16,4,6,17,1190.73,15019,2595,811.32,87802.38,BENIGN
445,4978758,159,443,66120.59,94668.17,681.88,212.38,66577.91,3.14,2,17,2,2,6,327.99,46656,39073,1289.66,59251.42,BENIGN
1433,4149055,413,128,252549.1,201684.28,1304.27,478.41,61660.99,318.6,1,8,1,5,17,428.45,6466,34140,4758.74,91728.89,BENIGN
110,3788863,86,168,298141.78,49438.79,802.5,1121.65,61886.72,275.58,0,22,3,7,6,720.83,54080,50231,303.36,85913.11,BENIGN
25,4153904,300,76,176661.68,332263.37,654.3,839.84,84416.51,3579.02,15,11,4,3,6,1139.76,10528,15204,639.64,5846.26,DoS
139,2786395,114,417,408303.19,296068.89,677.53,620.81,45152.01,4023.9,10,17,4,6,6,760.14,26798,23739,2265.98,50624.93,DoS
22,107603,447,321,425269.99,74242.95,1151.28,308.08,44554.91,3810.86,5,16,5,2,17,1255.11,60711,4407,2720.05,70248.41,Brute Force
135,1624616,272,498,34967.93,263169.79,594.4,1320.55,8074.98,4671.14,10,20,4,3,17,1213.15,51481,41427,4560.68,44146.79,PortScan
22,2120979,205,210,495188.33,405813.78,363.37,81.51,6804.52,692.12,9,19,0,2,17,1484.99,37721,11629,3692.3,78794.3,PortScan
80,549338,346,194,59070.4,199061.9,185.0,1379.04,70013.32,145.78,1,22,1,8,17,1041.16,61786,50429,1616.08,54022.0,BENIGN
1433,1627121,358,55,443671.13,174303.94,1259.88,208.32,90429.14,237.18,2,22,4,4,6,1270.85,58767,25331,1492.91,53942.69,BENIGN
139,4939953,129,418,149326.77,403574.41,217.84,672.28,54526.31,234.98,1,29,3,2,6,486.15,27335,55440,4907.69,80267.42,BENIGN
110,3575813,110,174,322724.86,429680.56,131.34,1242.2,60623.19,157.81,1,11,5,1,17,714.4,20762,11501,667.17,76968.2,BENIGN
3306,2877610,173,69,40984.05,372466.72,951.85,747.72,34069.2,1737.13,5,15,4,9,17,1126.51,39526,11108,693.21,43670.42,PortScan
3389,2305629,348,465,465545.75,266428.73,720.96,1418.0,89032.22,522.45,20,24,2,0,6,723.58,12464,7192,245.05,17436.41,Web Attack
53,4149693,35,0,18538.66,476187.94,682.38,678.08,5713.02,1170.86,5,8,3,7,17,916.03,51918,56939,1747.7,16775.09,DoS
3306,1734834,357,432,214221.07,207583.38,936.38,197.88,49453.39,3511.69,13,12,0,1,17,1158.79,23825,56650,2402.05,96811.93,Brute Force
123,1581456,473,493,19060.18,40647.44,214.11,573.47,62208.57,1766.65,17,24,1,4,17,232.78,6432,27176,3079.77,58200.28,Brute Force
1433,1057676,237,64,451310.58,325065.21,468.51,1481.62,46547.94,96.0,2,20,2,3,17,682.46,13813,49429,1986.27,72737.9,BENIGN
21,380820,345,189,94552.82,16969.66,1432.19,1028.59,31002.86,331.45,1,11,3,10,6,1237.93,4597,3245,1545.69,20145.93,BENIGN
8080,559386,101,303,464933.76,156634.99,299.91,134.91,67270.73,58.22,3,6,0,0,17,500.51,52628,62934,175.48,73124.05,BENIGN
445,1153253,287,129,30523.48,89285.81,1437.25,186.28,82373.18,153.52,1,0,1,6,17,931.76,57689,15577,3423.87,77709.06,BENIGN
1433,2780303,288,47,318087.21,473797.7,90.67,320.0,38877.0,4310.89,11,20,1,6,17,49.91,46764,6072,2605.15,72465.42,DoS
135,4360324,278,488,468034.32,462485.04,1289.46,485.86,99075.34,120.38,0,27,1,6,6,1463.62,61907,45023,4975.21,58512.48,BENIGN
110,2158792,180,420,483389.88,308756.89,563.08,982.15,39968.61,259.28,3,11,5,2,17,109.84,32899,62226,3974.96,28444.79,BENIGN
139,3269151,406,484,496439.62,105204.88,25.36,965.0,59261.16,371.52,2,10,2,8,17,177.75,44663,29871,3677.52,74920.66,BENIGN
443,1979725,398,281,115743.09,105048.07,876.26,889.94,15318.03,4887.21,12,5,1,10,17,306.05,62844,42079,456.59,75960.35,Brute Force
8080,4394734,469,411,494466.05,181757.77,516.12,815.52,29995.8,3272.54,18,0,4,2,6,551.43,14703,6883,924.57,70955.79,Brute Force
53,2955196,290,165,418491.74,457896.8,808.52,739.63,94678.37,3189.37,12,4,3,5,6,741.96,60724,56863,1008.75,89817.58,Brute Force
25,1268721,41,119,377349.78,470646.84,603.91,850.09,86046.71,2309.08,9,19,2,0,17,1329.38,41404,52236,4822.54,98369.88,Brute Force
1433,804943,418,321,24790.48,470189.84,911.53,573.63,7079.13,174.09,0,7,3,7,17,325.6,48709,19815,1364.84,30180.4,BENIGN
123,3129550,146,199,305468.44,30230.78,342.21,1030.73,91927.76,274.73,3,6,4,7,17,473.45,42911,42281,632.36,32118.3,BENIGN
3389,3565070,486,305,14244.69,490396.69,233.43,475.32,98274.75,428.05,2,0,5,6,17,189.49,24711,52102,1099.92,16789.62,BENIGN
139,847266,395,250,337692.23,92030.09,94.91,595.71,25569.68,42.94,0,29,3,3,6,1117.21,2024,50712,111.39,49915.23,BENIGN
21,1208614,170,95,427001.4,340279.57,943.96,907.43,96876.87,455.26,2,11,3,0,17,228.42,17398,59927,3830.42,90696.79,BENIGN
25,2521134,277,205,74578.21,122606.04,287.79,1345.43,35396.42,191.68,3,4,0,10,6,1289.61,36532,19591,3446.8,38102.15,BENIGN
21,3342466,432,268,58680.41,395606.49,968.59,390.37,97538.77,1767.49,17,30,5,3,17,196.43,35919,34500,973.57,9569.85,Web Attack
110,2459632,147,231,499940.24,423582.03,116.54,239.45,90302.8,97.97,2,27,0,0,17,1174.74,6513,49279,3663.53,86196.72,BENIGN
3389,4923224,498,453,420924.4,185236.27,468.03,883.27,92146.22,245.41,2,29,2,1,6,1498.04,25483,47588,3564.6,52104.9,BENIGN
139,3864158,447,442,330729.21,25219.96,354.66,702.16,31669.42,3703.44,13,22,0,3,17,1271.73,25347,41578,3517.05,73162.62,Brute Force
3389,3413371,435,390,113948.85,489796.6,289.17,223.86,17653.14,3169.42,8,14,1,0,17,96.97,26357,61064,4745.89,72396.59,PortScan
135,2590869,97,2,465859.8,288146.14,583.33,661.06,8419.64,27.75,0,14,3,6,17,1319.64,54178,10494,619.47,8076.07,BENIGN
123,3070757,244,193,252013.59,463740.21,318.63,631.61,38319.87,3778.8,20,29,1,2,6,533.45,28435,48711,4521.57,78588.45,DoS
123,3066210,67,157,77390.42,384349.91,84.3,45.03,76404.17,474.95,0,10,1,7,17,234.96,61756,55254,736.62,79283.83,BENIGN
3389,4708396,347,150,53711.68,113064.32,47.48,994.85,8482.68,489.08,2,24,2,2,6,334.36,12634,52666,2396.21,85790.39,BENIGN
3306,10245,150,410,211417.93,83740.05,275.15,622.87,42944.53,114.21,3,5,4,0,17,1375.5,45350,34122,706.38,17398.6,BENIGN
3389,3444897,268,150,171967.67,259907.52,1132.16,401.47,79733.12,288.13,2,20,3,10,6,686.93,24200,64245,3329.03,86608.0,BENIGN
123,3429925,449,497,347533.97,488610.98,1014.39,395.91,7266.72,123.42,1,15,3,3,6,587.77,34598,43907,1293.23,86434.52,BENIGN
443,655260,200,361,369519.96,265875.8,224.69,525.29,59685.25,353.49,3,29,1,3,6,627.09,51855,24543,4174.4,17698.07,BENIGN
25,3222672,50,425,190179.86,321390.34,160.19,336.94,21365.59,107.27,2,29,1,2,17,1127.51,44595,46850,103.92,71565.65,BENIGN
110,2467044,462,408,54989.36,213976.54,1170.42,1390.17,69645.52,151.98,1,2,4,1,6,1409.14,39405,37077,2940.9,75283.67,BENIGN
80,2462134,165,210,32555.41,84700.94,215.45,41.08,76862.86,245.21,2,22,4,9,17,466.94,31271,47840,898.51,92143.51,BENIGN
8080,1403532,453,128,88654.08,45625.17,1194.15,51.53,38100.84,109.4,3,22,0,3,6,702.55,33968,64159,3397.34,34334.68,BENIGN
139,1254794,187,137,202795.06,196356.9,1441.62,485.49,29272.02,3466.1,19,3,5,9,17,271.16,38955,44303,1254.18,15062.7,Bot
22,4687983,434,241,180095.7,288399.25,348.96,725.55,18549.15,23.66,1,30,0,4,6,1132.3,6372,59979,2339.43,12328.2,BENIGN
25,16559,485,170,47873.23,352168.44,1184.49,1100.3,27849.08,220.62,1,4,2,6,6,962.42,32502,47530,1468.93,2610.5,BENIGN
3389,4771292,61,460,98378.59,220261.99,411.53,478.0,40105.29,443.05,2,13,2,6,17,296.2,36668,17047,2848.9,96339.39,BENIGN
139,1117011,97,229,116808.31,429531.95,635.94,1280.84,80580.39,49.56,1,26,3,0,17,857.67,63728,42711,4971.19,31720.23,BENIGN
445,4323779,90,427,449228.04,163790.5,57.29,1202.31,30650.99,483.72,2,29,3,10,17,806.9,59844,8284,1650.89,70189.34,BENIGN
445,2094292,88,422,144550.55,131282.66,963.52,230.79,28366.83,446.13,0,22,3,3,17,90.21,41887,17720,4842.37,34557.5,BENIGN
139,2697807,20,119,165536.45,30673.1,1424.55,1216.32,24699.42,498.46,2,23,1,0,6,336.59,21133,18139,4716.02,94752.43,BENIGN
139,4334911,14,437,401935.35,351140.78,1317.89,1097.03,36161.01,499.4,1,21,5,4,17,694.77,41618,64261,509.72,17524.37,BENIGN
1433,495906,304,273,478051.22,6350.55,813.98,1052.44,94737.22,64.99,1,27,3,10,6,315.95,14200,4675,1119.59,3535.31,BENIGN
80,4993545,394,367,431130.55,83764.79,1431.17,96.18,60419.19,311.29,2,13,3,7,17,1122.82,63081,61554,4730.84,13603.88,BENIGN
3306,1691728,72,65,467419.58,150890.38,147.59,321.22,51029.05,2233.82,19,21,3,8,6,519.27,6594,59972,2859.76,95036.55,Web Attack
22,3739696,143,59,417369.32,281443.94,382.85,804.34,86408.56,3187.81,16,29,2,8,6,261.47,50573,53276,1268.7,1115.38,Web Attack
443,1626568,57,139,305614.27,103646.52,1199.16,874.81,42068.3,58.9,1,14,5,9,17,604.68,55974,59665,3066.59,39073.69,BENIGN
110,2704118,146,8,488478.87,300329.59,293.48,351.54,70986.59,4735.6,12,12,2,9,6,80.63,60521,22882,1417.57,90240.76,Brute Force
80,1218549,265,447,169147.13,63790.84,442.93,662.19,68788.39,224.89,0,13,2,5,6,944.18,5395,39735,4972.54,35387.19,BENIGN
443,1740804,168,473,145815.04,13801.26,1447.62,352.13,67613.61,310.99,0,3,4,1,6,1388.06,38538,8626,2266.29,42858.9,BENIGN
53,4339445,101,195,264356.71,238644.69,1395.05,752.39,66181.29,114.65,0,16,4,6,6,125.83,36657,4619,2084.31,2048.64,BENIGN
123,2992751,500,169,95393.0,388342.95,1491.81,1045.47,76255.49,390.91,2,28,1,7,17,185.03,14726,22081,1664.3,82472.98,BENIGN
53,2617486,390,278,344482.2,411491.61,1311.46,1402.38,75855.21,304.95,1,2,2,1,17,859.34,32355,25224,424.8,22000.45,BENIGN
22,3586695,57,35,431204.95,253424.56,1155.96,617.66,46719.3,4086.6,11,26,4,5,17,514.8,28262,48100,100.49,46833.26,PortScan
1433,4819845,192,27,75103.87,209904.58,208.07,1091.87,43698.53,115.7,2,11,4,0,17,1464.89,43148,6698,408.34,97448.28,BENIGN
3389,835783,326,138,118586.14,235541.6,371.68,1312.47,2943.71,296.22,2,11,3,10,17,506.91,4030,52781,60.76,74387.33,BENIGN
110,112089,96,85,106405.75,1246.82,529.57,462.97,98571.98,262.03,0,25,5,0,17,836.53,54151,23553,4855.22,76621.46,BENIGN
3389,4298908,65,177,271827.07,64721.1,871.78,408.31,60708.99,282.48,2,17,5,4,17,309.2,33515,7487,2551.86,49304.88,BENIGN
80,3790512,237,438,419890.47,125849.02,955.85,613.69,84010.33,2149.37,19,17,1,2,6,267.97,23248,31861,4322.97,19851.68,Bot
1433,4399387,484,489,314290.51,206646.03,775.16,501.37,46228.29,65.46,0,0,5,0,6,1270.29,38341,8767,1268.25,33161.03,BENIGN
80,1422470,431,295,110157.45,86568.65,803.73,427.91,20823.26,48.62,2,0,4,6,6,600.94,33617,50765,826.6,60257.0,BENIGN
21,2037524,465,76,72701.68,159718.6,277.11,1336.87,99374.26,461.23,1,17,5,0,17,1439.92,47595,64784,3833.15,75775.65,BENIGN
25,4971983,368,245,249909.62,295434.97,1419.66,975.19,81231.6,4378.48,20,27,3,7,17,41.23,61111,57476,4810.36,73221.51,DoS
3306,4546999,482,325,299148.83,369022.88,769.36,1049.34,83417.9,522.71,5,17,5,5,17,212.25,35252,25335,1891.45,29660.39,Brute Force
1433,2147897,297,460,253116.04,201387.76,810.39,66.91,79532.04,14.11,3,17,5,3,17,1257.09,9951,1706,2189.21,75280.8,BENIGN
445,3724896,113,2,189823.63,288712.06,1137.02,826.92,53861.46,199.44,1,23,2,0,17,674.11,45999,11634,325.98,97421.14,BENIGN
123,582759,443,142,239993.04,482563.5,956.68,4.26,13492.48,2843.69,7,22,2,4,6,905.67,6257,54393,207.72,75929.85,PortScan
22,3579279,422,168,364567.32,263374.74,202.37,439.61,39999.94,405.57,0,30,3,9,17,386.08,16115,52620,2080.9,64107.89,BENIGN
22,1891554,392,378,182303.74,109398.99,188.06,121.87,4696.46,975.64,13,25,3,1,17,808.95,26786,52318,1444.87,40181.43,PortScan
443,4021158,246,162,307317.76,438283.89,1251.21,625.37,39218.48,85.94,0,6,4,6,6,163.32,13701,49305,2014.84,65361.37,BENIGN
53,2928131,79,432,74307.03,17857.29,35.37,311.89,93073.48,160.63,0,21,0,5,17,1124.64,48416,29956,1833.95,16797.76,BENIGN
8080,573464,255,205,278136.76,360172.0,1427.48,82.01,48683.82,1048.52,12,6,3,10,6,591.54,52652,43708,231.68,80877.99,Web Attack
80,2999496,219,266,131649.17,318538.34,840.34,617.92,32048.66,3502.14,13,27,1,1,6,1291.36,8909,65170,4682.31,44817.3,PortScan
22,1321537,22,397,392818.42,65269.92,520.88,1041.85,47614.41,2646.8,8,11,0,4,17,114.89,48710,6571,4939.07,29174.27,Brute Force
110,1262035,166,219,498187.36,224114.57,1167.25,330.27,46136.36,465.24,3,18,1,5,6,1159.32,1577,25392,765.46,69672.51,BENIGN
80,3413062,135,263,268279.68,371693.55,471.01,620.67,12769.46,1459.54,7,3,1,1,17,408.6,5395,58019,2224.64,54737.57,Brute Force
53,3392230,56,189,492367.08,334943.0,189.82,688.35,69043.63,34.94,0,17,4,4,6,310.3,43611,7748,1053.3,15266.94,BENIGN
1433,1455453,326,293,163587.96,410665.87,614.42,994.02,15531.61,95.38,2,23,1,6,17,264.83,42583,2377,3022.19,86716.24,BENIGN
443,2578634,81,319,31882.69,307238.57,1239.96,301.99,34800.11,432.59,0,29,2,5,17,1386.35,39390,40339,3934.51,28106.85,BENIGN
110,1154145,319,180,129382.48,355306.58,342.2,299.51,39437.52,82.84,3,22,3,5,6,1158.65,7262,43753,1381.21,88808.89,BENIGN
1433,4541583,243,299,370239.27,99655.62,153.9,787.26,88367.64,392.25,0,4,5,1,17,753.46,51450,7011,1574.77,52212.44,BENIGN
110,857517,188,170,250491.05,424710.16,984.21,1108.32,60857.44,1081.06,10,20,0,7,17,1201.62,56526,27715,2333.32,46508.51,Web Attack
135,567257,499,338,335892.37,411279.63,1383.25,695.65,22003.33,4745.61,7,25,3,2,6,751.1,31564,62539,2787.49,30424.83,Brute Force
25,4024145,300,205,25144.71,134228.63,1321.79,161.16,65194.23,2347.57,18,9,0,9,6,68.78,14711,57357,3294.09,73655.82,Bot
135,4389493,483,220,126083.57,21382.12,1294.39,227.49,89034.47,2534.43,15,2,3,0,6,1224.88,58020,56248,3646.39,17827.56,PortScan
21,1129700,141,15,435309.9,78843.07,54.19,1094.29,57857.79,4501.61,10,6,3,0,17,268.0,9427,45664,340.54,55305.11,Brute Force
135,118829,130,305,271052.4,312185.9,621.61,903.24,21009.89,403.96,1,6,0,0,6,1381.62,36408,43329,2593.99,55264.39,BENIGN
139,553050,125,427,499342.99,497645.25,476.84,96.07,54864.6,1684.2,14,1,0,7,6,676.75,49834,42607,4010.25,51048.81,Brute Force
8080,3904997,401,70,149788.67,383738.98,137.69,860.9,84534.96,71.17,0,21,0,2,6,976.72,22771,21474,1032.16,60619.89,BENIGN
135,1328577,207,361,326776.02,416651.5,1190.75,675.12,50446.68,488.44,2,23,4,0,17,1458.37,63769,64095,757.17,50461.05,BENIGN
443,3548082,61,155,198529.35,251601.14,1132.71,1254.1,64038.34,354.68,2,23,0,10,17,1361.14,64313,31062,472.33,30129.63,BENIGN
22,387126,207,383,55407.95,33139.52,170.58,264.63,85352.07,61.5,0,18,3,1,17,631.03,52564,16507,2808.15,6876.39,BENIGN
21,1813194,359,497,496995.07,58772.38,1489.62,87.81,565.13,3333.91,8,28,5,3,6,1072.3,30785,58869,1347.07,90789.75,Web Attack
110,2846626,398,248,259719.96,175936.67,577.18,1053.14,72485.59,315.5,3,14,5,4,17,337.69,1907,51760,4311.17,63363.71,BENIGN
22,2466790,167,286,83468.53,444243.68,1093.79,1465.11,62997.74,295.85,1,21,0,0,17,940.78,49201,45654,2587.31,17364.59,BENIGN
